"Order","Desc","Mile","DTN","DTP","NW","Elev","LPL","HPL","Comment","Link","index","Type","Other"
"81","Boise Rd","2036.4","0.1","0.7","","1423","1289","1433","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Boise-Rd/45.273/-69.924/3","22","W",""
"82","No Official Name Or Unknown","2036.4","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/No-Official-Name-Or-Unkn/45.273/-69.923/3","22","W","X"
"83","No Official Name Or Unknown","2036.5","0.0","0.1","","1420","1417","1420","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/No-Official-Name-Or-Unkn/45.273/-69.922/3","22","W","X"
"84","Pleasant Pond Lean-to","2036.8","0.2","0.3","","1364","1364","1420","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Pleasant-Pond-Lean-to/45.271/-69.917/3","22","W",""
"85","Pleasant Pond Road","2037.0","1.0","0.2","","1335","1338","1381","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Pleasant-Pond-Road/45.271/-69.915/3","22","W","S"
"86","Pleasant Pond Mountain","2038.0","0.7","1.0","","2463","1335","2463","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Pleasant-Pond-Mountain/45.272/-69.896/3","22","W",""
"87","Middle Mountain","2038.7","4.1","0.7","","2280","2191","2463","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Middle-Mountain/45.265/-69.890/3","22","W",""
"88","No Official Name Or Unknown","2038.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/No-Official-Name-Or-Unkn/45.250/-69.832/3","22","W",""
"89","Trestle Rd","2038.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Trestle-Rd/45.250/-69.831/3","22","W",""
"90","Baker Stream","2038.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Baker-Stream/45.250/-69.830/3","22","W",""
"91","Moxie Pond","2042.8","2.5","0.0","","971","972","974","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Moxie-Pond/45.250/-69.831/3","22","W",""
"92","Bald Mountain Brook","2045.3","0.1","2.5","","1246","967","1338","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bald-Mountain-Brook/45.259/-69.802/3","22","W","X"
"93","Bald Mountain Brook Lean-to","2045.4","2.0","0.1","","1292","1246","1292","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bald-Mountain-Brook-Lean/45.259/-69.800/3","22","W",""
"94","Bald Mountain","2047.4","2.0","2.0","","2614","1292","2614","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bald-Mountain/45.264/-69.772/3","22","W","S"
"95","Moxie Bald Lean-to","2049.4","2.1","2.0","","1220","1217","2614","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Moxie-Bald-Lean-to/45.271/-69.746/3","22","W",""
"96","Bald Mountain Stream","2051.5","0.5","0.0","","1210","1210","1210","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bald-Mountain-Stream/45.279/-69.722/3","22","W","S"
"97","Bald Mountain Pond","2051.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bald-Mountain-Pond/45.279/-69.722/3","22","W",""
"98","Bald Mountain Stream","2052.0","0.0","0.5","","1190","1190","1207","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bald-Mountain-Stream/45.278/-69.714/3","22","W",""
"99","Somerset","2052.0","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Somerset/45.277/-69.715/3","22","W",""
"100","Piscataquis","2052.5","0.2","0.5","","1158","1158","1190","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Piscataquis/45.277/-69.705/3","22","W",""
"101","Bald Mountain Stream","2052.7","2.3","0.2","","1135","1135","1158","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bald-Mountain-Stream/45.277/-69.702/3","22","W",""
"102","Marble Brook","2055.0","0.3","2.3","","974","974","1135","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Marble-Brook/45.272/-69.665/3","22","W",""
"103","Bald Mountain Stream","2055.3","3.1","0.0","","964","964","990","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bald-Mountain-Stream/45.276/-69.662/3","22","W",""
"104","West Branch Piscataquis River","2055.3","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/West-Branch-Piscataquis-/45.276/-69.662/3","22","W",""
"105","Horseshoe Canyon Lean-to","2058.4","2.3","3.1","","787","787","1036","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Horseshoe-Canyon-Lean-to/45.283/-69.628/3","22","W",""
"106","East Branch Piscataquis River","2060.7","0.5","2.3","","583","583","803","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/East-Branch-Piscataquis-/45.284/-69.592/3","22","W","S"
"107","Shirley-Blanchard Road","2060.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Shirley-Blanchard-Road/45.286/-69.587/3","22","W",""
"108","N Blanchard Shirley Rd","2061.2","0.0","0.5","","885","879","892","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/N-Blanchard-Shirley-Rd/45.286/-69.586/3","22","W",""
"109","Jackson Brook Ln","2062.8","0.4","1.6","","912","885","1013","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Jackson-Brook-Ln/45.286/-69.559/3","22","W","X"
"110","Lake Hebron","2063.2","1.0","0.4","","849","849","944","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lake-Hebron/45.287/-69.553/3","22","W","X"
"111","Pleasant Road","2064.2","","1.0","","895","849","898","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Pleasant-Road/45.290/-69.536/3","22","W",""
"1","Monson ME 04464","","","","","","","","45.280000 -69.500000","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Monson-ME-04464/45.297/-69.540/3","23","W","X"
"2","Wyman Rd","2064.6","1.5","0.0","","1036","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Wyman-Rd/45.297/-69.540/3","23","W",""
"3","Monson ME","2064.6","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Monson-ME/45.297/-69.540/3","23","W","R X"
"4","Gully Brook","2066.1","1.4","1.5","","1220","1040","1515","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Gully-Brook/45.315/-69.546/3","23","W","R X"
"5","ME 15","2067.5","0.0","1.4","","1207","1207","1404","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/ME-15/45.331/-69.536/3","23","W",""
"6","Greenville Rd","2067.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Greenville-Rd/45.331/-69.536/3","23","W","X"
"7","Goodell Brook","2067.7","0.0","0.2","","1164","1164","1164","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Goodell-Brook/45.332/-69.535/3","23","W","X"
"8","Spectacle Ponds","2067.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Spectacle-Ponds/45.332/-69.535/3","23","W",""
"9","Bell Pond","2068.7","0.8","1.0","","1276","1164","1282","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bell-Pond/45.342/-69.522/3","23","W",""
"10","Lily Pond","2069.5","1.0","0.8","","1138","1138","1433","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lily-Pond/45.341/-69.509/3","23","W",""
"11","Leeman Brook","2070.5","0.1","1.0","","1033","1053","1263","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Leeman-Brook/45.351/-69.499/3","23","W",""
"12","Leeman Brook Lean-to","2070.6","0.6","0.1","","1049","1033","1049","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Leeman-Brook-Lean-to/45.352/-69.499/3","23","W",""
"13","North Pond","2071.2","0.2","0.6","","1026","1026","1141","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/North-Pond/45.353/-69.488/3","23","W","S"
"14","North Pond Brook","2071.4","0.0","0.2","","1020","1020","1040","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/North-Pond-Brook/45.351/-69.484/3","23","W",""
"15","Lake/pond/tank","2071.4","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/45.351/-69.484/3","23","W",""
"16","Mud Pond","2072.8","1.3","1.4","","1046","1013","1161","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Mud-Pond/45.363/-69.471/3","23","W",""
"17","Little Wilson Stream","2072.8","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Little-Wilson-Stream/45.374/-69.472/3","23","W",""
"18","Lake/pond/tank","2074.1","0.3","0.0","","892","907","1207","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/45.373/-69.472/3","23","W",""
"19","Little Wilson Stream","2074.4","0.3","0.3","","774","774","862","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Little-Wilson-Stream/45.376/-69.468/3","23","W",""
"20","Lake/pond/tank","2074.7","2.2","0.3","","925","774","925","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/45.379/-69.471/3","23","W",""
"21","Thompson Brook","2076.9","0.4","2.2","","574","544","1158","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Thompson-Brook/45.394/-69.467/3","23","W",""
"22","Big Wilson Stream","2077.3","0.7","0.4","","590","574","600","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Big-Wilson-Stream/45.399/-69.471/3","23","W",""
"23","Wilson Valley Lean-to","2078.0","3.2","0.7","","954","580","954","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Wilson-Valley-Lean-to/45.399/-69.460/3","23","W",""
"24","Wilber Brook","2081.2","0.1","3.2","","593","593","1318","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Wilber-Brook/45.420/-69.432/3","23","W","S"
"25","Vaughn Stream","2081.3","0.5","0.1","","616","593","626","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Vaughn-Stream/45.421/-69.429/3","23","W",""
"26","Willimantic Rd","2081.8","0.1","0.5","","649","616","666","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Willimantic-Rd/45.418/-69.421/3","23","W",""
"27","Long Pond Stream","2081.9","0.2","0.1","","606","606","649","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Long-Pond-Stream/45.417/-69.420/3","23","W","X"
"28","Long Pond Stream","2082.1","0.4","0.2","","675","606","675","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Long-Pond-Stream/45.420/-69.419/3","23","W",""
"29","Long Pond Stream","2082.5","0.2","0.4","","748","675","751","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Long-Pond-Stream/45.421/-69.413/3","23","W",""
"30","Long Pond Lean-to","2082.7","2.9","0.2","","885","747","885","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Long-Pond-Lean-to/45.421/-69.410/3","23","W",""
"31","Barren Mountain","2085.6","0.9","2.9","","2637","885","2637","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Barren-Mountain/45.416/-69.371/3","23","W","S"
"32","Cloud Pond Lean-to","2086.5","2.3","0.9","","2493","2463","2637","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Cloud-Pond-Lean-to/45.418/-69.354/3","23","W",""
"33","Fourth Mountain","2088.8","2.1","2.3","","2339","1893","2509","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Fourth-Mountain/45.432/-69.319/3","23","W","S"
"34","Third Mountain","2090.9","0.6","2.1","","2020","1699","2358","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Third-Mountain/45.445/-69.294/3","23","W",""
"35","Lake/pond/tank","2091.5","0.9","0.6","","1696","1696","2060","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/45.450/-69.285/3","23","W",""
"36","Columbus Mountain","2092.4","0.6","0.9","","2309","1696","2316","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Columbus-Mountain/45.449/-69.269/3","23","W",""
"37","Chairback Gap Lean-to","2093.0","0.5","0.6","","1958","1958","2319","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Chairback-Gap-Lean-to/45.453/-69.262/3","23","W",""
"38","Chairback Mountain","2093.5","3.4","0.5","","2181","1932","2181","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Chairback-Mountain/45.456/-69.256/3","23","W","S"
"39","Katahdin Iron Works Rd","2096.9","0.1","3.4","","757","757","2181","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Katahdin-Iron-Works-Rd/45.474/-69.295/3","23","W",""
"40","Henderson Brook","2097.0","0.3","0.1","","698","698","757","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Henderson-Brook/45.476/-69.293/3","23","W","X"
"41","West Branch Pleasant River","2097.3","0.2","0.3","","646","646","698","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/West-Branch-Pleasant-Riv/45.479/-69.290/3","23","W",""
"42","West Branch Pleasant River","2097.3","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/West-Branch-Pleasant-Riv/45.478/-69.285/3","23","W",""
"43","West Branch Pleasant River","2097.5","2.6","0.0","","652","652","652","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/West-Branch-Pleasant-Riv/45.478/-69.285/3","23","W",""
"44","Pugwash Pond","2097.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Pugwash-Pond/45.481/-69.287/3","23","W",""
"45","Gulf Hagas Brook","2100.1","2.7","2.6","","1151","656","1167","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Gulf-Hagas-Brook/45.498/-69.314/3","23","W",""
"46","Gulf Hagas Brook","2102.8","0.1","2.7","","1902","1151","1902","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Gulf-Hagas-Brook/45.531/-69.314/3","23","W",""
"47","Carl A. Newhall Lean-to","2102.9","0.9","0.1","","1935","1902","1935","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Carl-A-Newhall-Lean-to/45.531/-69.316/3","23","W",""
"48","Gulf Hagas Mountain","2103.8","1.5","0.9","","2687","1929","2686","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Gulf-Hagas-Mountain/45.540/-69.321/3","23","W","S"
"49","West Peak","2105.3","1.5","1.5","","3169","2417","3169","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/West-Peak/45.545/-69.296/3","23","W",""
"50","Hay Mountain","2106.8","1.7","1.5","","3241","2834","3241","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Hay-Mountain/45.553/-69.272/3","23","W",""
"51","White Cap Mountain","2108.5","1.3","1.7","","3641","2949","3645","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/White-Cap-Mountain/45.554/-69.246/3","23","W",""
"52","Logan Brook Lean-to","2109.8","0.6","1.3","","2378","2378","3641","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Logan-Brook-Lean-to/45.561/-69.236/3","23","W",""
"53","Logan Brook","2110.4","2.9","0.6","","1984","1984","2378","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Logan-Brook/45.567/-69.228/3","23","W","S"
"54","Lake/pond/tank","2113.3","0.1","2.9","","1236","1236","1984","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/45.596/-69.201/3","23","W",""
"55","East Branch Lean-to","2113.4","0.3","0.0","","1233","1233","1233","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/East-Branch-Lean-to/45.597/-69.199/3","23","W",""
"56","Lake/pond/tank","2113.4","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/45.597/-69.199/3","23","W","S"
"57","East Branch Pleasant River","2113.4","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/East-Branch-Pleasant-Riv/45.597/-69.194/3","23","W","S"
"58","Lake/pond/tank","2113.7","1.5","0.0","","1213","1210","1210","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/45.596/-69.193/3","23","W","S"
"59","Mountain View Pond","2115.2","0.1","1.5","","1587","1212","1679","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Mountain-View-Pond/45.608/-69.173/3","23","W",""
"60","Lake/pond/tank","2115.3","1.5","0.1","","1591","1587","1591","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/45.608/-69.172/3","23","W",""
"61","Little Boardman Mountain","2116.8","1.3","1.5","","2001","1492","2007","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Little-Boardman-Mountain/45.616/-69.153/3","23","W",""
"62","Kokadjo B Pond Road","2118.1","0.9","1.3","","1259","1260","2001","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Kokadjo-B-Pond-Road/45.617/-69.131/3","23","W",""
"63","Crawford Pond","2119.0","2.5","0.9","","1217","1213","1272","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Crawford-Pond/45.623/-69.122/3","23","W",""
"64","Cooper Brook Falls Lean-to","2121.5","3.7","2.5","","928","928","1253","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Cooper-Brook-Falls-Lean-/45.640/-69.088/3","23","W",""
"65","Jo Mary Road","2121.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Jo-Mary-Road/45.651/-69.032/3","23","W","S"
"66","Jo Mary Road","2125.2","0.0","3.7","","606","603","607","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Jo-Mary-Road/45.651/-69.032/3","23","W","S"
"67","Jo Mary Rd","2125.3","3.0","0.1","","613","603","616","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Jo-Mary-Rd/45.652/-69.031/3","23","W",""
"68","Mud Brook","2128.3","1.2","0.0","","501","501","616","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Mud-Brook/45.666/-68.991/3","23","W","X"
